utterance,intent,weight
Can I see the movie schedules?,SearchScreeningEvent,2
Find the movie schedules for Cineplex Odeon Corporation.,SearchScreeningEvent,1
When will The Flower and the Angry Waves be showing?,SearchScreeningEvent,2
Is I Was an American Spy playing at 11 a.m. at Southern Theatres,SearchScreeningEvent,1
I'd like to know what films are scheduled at Alamo Drafthouse Cinema.,SearchScreeningEvent,1
find movies at the nearest cinema,SearchScreeningEvent,1
What movie times at Megaplex Theatres,SearchScreeningEvent,1
Which cinema is playing Das Ende – Assault on Precinct 13?,SearchScreeningEvent,1
Please inform me when I can see The Abdication at a movie theatre.,SearchScreeningEvent,1
What time could I see A Mile in His Shoes?,SearchScreeningEvent,1
What time does A King in New York play in Malco Theatres,SearchScreeningEvent,1
Can i get the listings for the film at the nearest movie theatre?,SearchScreeningEvent,1
Is Amco Entertainment showing Cień Caseya today?,SearchScreeningEvent,1
I'd like to watch Broadway Nights at Megaplex Theatres,SearchScreeningEvent,1
Find the movie schedule for Marcus Corporation.,SearchScreeningEvent,1
What are the movie times for Amco Entertainment,SearchScreeningEvent,2
find movie schedules,SearchScreeningEvent,3
I'd like to watch Demolition Man at 11:09 PM,SearchScreeningEvent,1
Find the nearest movie theatre that plays Sea Racketeers,SearchScreeningEvent,1
What time is Irreconcilable Differences playing Regal Entertainment Group,SearchScreeningEvent,1
She me movie schedules for the movies close by at sunset,SearchScreeningEvent,1
Is Happy Ghost III at Caribbean Cinemas,SearchScreeningEvent,1
show the movie schedules in the neighborhood for animated movies,SearchScreeningEvent,1
what movie house is the closest playing animated movies,SearchScreeningEvent,1
Find the movie schedule for Pacific Theatres.,SearchScreeningEvent,1
Show me the movie schedules for movies playing around here today.,SearchScreeningEvent,1
What cinema is the closest showing movies,SearchScreeningEvent,1
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?,SearchScreeningEvent,1
will Dick Tracy e il gas misterioso start twenty one hours from now,SearchScreeningEvent,1
find the closest starting now movie house with animated movies,SearchScreeningEvent,1
Show me the closest movie house playing animated movies please.,SearchScreeningEvent,1
Show movie times and movies in the area,SearchScreeningEvent,1
Is Green Grass Widows playing at the cinema,SearchScreeningEvent,1
Where and when is Douglas playing?,SearchScreeningEvent,1
Where is Walt: The Man Behind the Myth playing,SearchScreeningEvent,1
What time is Beat the Devil coming on at Mann Theatres,SearchScreeningEvent,1
find movie times nearby for animated movies,SearchScreeningEvent,1
Can i get the showtimes for films close by?,SearchScreeningEvent,1
Is The Little Irish Girl playing,SearchScreeningEvent,2
Can I see the movie times for the Great Escape Theatres,SearchScreeningEvent,2
Need the closest movie house playing The Flamingo Rising,SearchScreeningEvent,1
What cinema is playing The Strongest Instinct now?,SearchScreeningEvent,1
What time is Between Tears and Smiles playing,SearchScreeningEvent,1
Show me the closest movie house that plays That Night in Rio ,SearchScreeningEvent,1
Find the schedule for films at the Douglas Theatre Company.,SearchScreeningEvent,1
Where can I see The Somme starting at 16:01:04?,SearchScreeningEvent,1
What time is Bloody Twilight playing?,SearchScreeningEvent,1
What time is Last Exit to Brooklyn playing at movie house?,SearchScreeningEvent,1
I'd like to see showings for All the Way Home at Kerasotes Theatres.,SearchScreeningEvent,1
what films are at the closest movie theatre ,SearchScreeningEvent,1
What movies are scheduled in the neighbourhood?,SearchScreeningEvent,1
give me the showtimes for Down Where The Buffalo Go at Amco Entertainment,SearchScreeningEvent,1
What are the movie schedules for any animated movies playing in the neighbourhood?,SearchScreeningEvent,1
Find movie schedules for ArcLight Hollywood.,SearchScreeningEvent,1
What time is Phera playing,SearchScreeningEvent,1
When does Of Stars and Men play?,SearchScreeningEvent,1
Which movies are playing at AMC Theaters 1 second from now?,SearchScreeningEvent,1
Find Fish Story ,SearchScreeningEvent,1
Will you show me a schedule for movies around here?,SearchScreeningEvent,1
What films are playing at 11 A.M. at Dickinson Theatres,SearchScreeningEvent,1
What is the movie schedule for films in the neighbourhood,SearchScreeningEvent,1
find movie schedules with animated movies close by,SearchScreeningEvent,1
Where can I see No Time to Die?,SearchScreeningEvent,1
where can i watch Key to the City,SearchScreeningEvent,1
What movies are playing at the closest movie house?,SearchScreeningEvent,1
Find the schedule for movie times for movies around here.,SearchScreeningEvent,1
find animated movies around here,SearchScreeningEvent,1
Show films at the nearest cinema,SearchScreeningEvent,1
show the movie schedules,SearchScreeningEvent,1
What are the animated movies in the neighbourhood  for the recent movie times,SearchScreeningEvent,1
What is the movie schedule at the IMAX Corporation three minutes from now,SearchScreeningEvent,2
When is For Lovers Only playing?,SearchScreeningEvent,1
Is Love and Other Troubles playing,SearchScreeningEvent,2
When is The Blue of Heaven playing?,SearchScreeningEvent,1
find a movie theatre with Rogues and Romance that is nearest,SearchScreeningEvent,1
Can you tell me the movie schedule for General Cinema Corporation?,SearchScreeningEvent,1
What time is Do Sher playing,SearchScreeningEvent,1
I need to know what theatre is playing A Happy Coersion,SearchScreeningEvent,2
Find the schedule for films around here.,SearchScreeningEvent,1
I need the movie Kids in Love at the movie house,SearchScreeningEvent,2
what movies are at the nearest movie house,SearchScreeningEvent,1
What time is Wild and Wooly playing,SearchScreeningEvent,1
What time is My Son Shall Be Armenian playing at Plitt Theatres,SearchScreeningEvent,1
show the movie schedules at United Paramount Theatres,SearchScreeningEvent,1
find close by movie schedule movies,SearchScreeningEvent,1
Find me showtimes for How I Unleashed World War II.,SearchScreeningEvent,1
What films are showing at Cineplex Odeon Corporation?,SearchScreeningEvent,1
what are the movie schedules?,SearchScreeningEvent,1
Where is the closest cinema playing Osmanthus Alley,SearchScreeningEvent,1
What are the movie times for the movies in the neighbourhood,SearchScreeningEvent,1
Does The Yacoubian Building start at 08:39 pm,SearchScreeningEvent,1
When's Fools for Luck showing?,SearchScreeningEvent,1
What time is Just Around the Corner playing,SearchScreeningEvent,1
what animated movies are at the nearest movie house,SearchScreeningEvent,1
Please tell me what the movie schedule looks like for the AMC Theatres in twenty one hours,SearchScreeningEvent,1
Is the Wandering Detective: Black Wind in the Harbor playing at Cinemark Theatres,SearchScreeningEvent,1
Please tell me the movie schedules,SearchScreeningEvent,1
I want to go see The Trouble with Girls,SearchScreeningEvent,1
Where is Boo to You Too! Winnie the Pooh playing,SearchScreeningEvent,1
Is The Suicide Shop playing at Southern Theatres,SearchScreeningEvent,1
What movies are showing at the nearest movie house?,SearchScreeningEvent,1
What animated movies are showing in the area?,SearchScreeningEvent,1
What are the movie schedules for Santikos Theatres?,SearchScreeningEvent,1
what films are at Cinemark Theatres,SearchScreeningEvent,1
I want to see the local movie times,SearchScreeningEvent,1
"when does Miss Sloane play at IMAX Corporation
",SearchScreeningEvent,1
find a movie theatre showing The Tailor of Panama,SearchScreeningEvent,1
I'd like a movie schedule for a close by movies,SearchScreeningEvent,1
what animated movies are playing at Fox Theatres,SearchScreeningEvent,1
find a movie house closest showing Operation: Kingdom,SearchScreeningEvent,1
What films are playing at 1 PM at Showcase Cinemas,SearchScreeningEvent,1
"Where can I watch Portrait of a Woman, Nude in 1 hour?",SearchScreeningEvent,1
I want the film for nearest movie theatre,SearchScreeningEvent,1
I'd like to watch Health Warning at the closest movie house,SearchScreeningEvent,1
Is The Butcher Boy playing anywhere at supper time?,SearchScreeningEvent,2
Which animated movies are playing at Fox Theatres?,SearchScreeningEvent,1
I'd like to watch Heartbreak at Pacific Theatres at two pm,SearchScreeningEvent,1
what time is The Bodyguard at Malco Theatres playing,SearchScreeningEvent,1
find Mary Kom starting in one hour ,SearchScreeningEvent,1
Find the closest movie house that plays animated movies,SearchScreeningEvent,1
Is Storm Warning playing,SearchScreeningEvent,2
What are the movie times at Landmark Theatres,SearchScreeningEvent,1
is These Girls at the cinema,SearchScreeningEvent,1
What time is Unholy Women playing?,SearchScreeningEvent,1
Find the movie schedule at twelve AM.,SearchScreeningEvent,1
Is Hercules and Xena: The Battle for Mount Olympus playing at the closest cinema,SearchScreeningEvent,1
find Brandy in the Wilderness,SearchScreeningEvent,1
what is the movie schedule for Cineplex Odeon Corporation,SearchScreeningEvent,1
List movies at IMAX Corporation,SearchScreeningEvent,1
Where can I see Travelling Light?,SearchScreeningEvent,1
When can I see The Crew of the Dora,SearchScreeningEvent,2
Find me the movie times for the Marcus Corporation,SearchScreeningEvent,1
What time is The Bride Wore Boots playing,SearchScreeningEvent,1
What time is Cabin Fever: Spring Fever playing,SearchScreeningEvent,1
can i get the showtimes for films in the neighbourhood,SearchScreeningEvent,1
Which movie theatre nearest me is showing animated movies starting now?,SearchScreeningEvent,1
can i have the movie schedule for right now,SearchScreeningEvent,1
What is the movie schedules at for Douglas Theatre Company at 0 p.m.?,SearchScreeningEvent,1
Can i get the showtimes for films in the area.,SearchScreeningEvent,1
Find me the movie times,SearchScreeningEvent,1
Is Brother at United Paramount Theatres,SearchScreeningEvent,1
List movie schedules,SearchScreeningEvent,1
Give me the movie listings at the closest cinema please.,SearchScreeningEvent,1
find the nearest movie house for The Mystery of Picasso,SearchScreeningEvent,1
I would like to see a schedule for movies at the nearest movie house.,SearchScreeningEvent,1
I want to see King of the River in the nearest movie theatre,SearchScreeningEvent,2
Are there movies at Malco Theatres,SearchScreeningEvent,1
find Warren Theatres films,SearchScreeningEvent,1
find me the nearest movie theatre that's showing The Spell of the Yukon,SearchScreeningEvent,1
Find the schedule for Chronicle of My Mother at the nearest cinema in 1 minute and 8 seconds.,SearchScreeningEvent,1
What time is The Ladies Diplomat playing?,SearchScreeningEvent,1
Is The Mystery of Betty Bonn playing at twelve A.M. at the nearest movie house?,SearchScreeningEvent,1
find The Panic in Needle Park,SearchScreeningEvent,1
Show me movie schedule,SearchScreeningEvent,1
Show me movie times for two a.m. at any nearby movies.,SearchScreeningEvent,1
What movies are playing at Warren Theatres?,SearchScreeningEvent,1
what animated movies are showing in the neighborhood ,SearchScreeningEvent,2
Find the movie schedules for Great Escape Theatres.,SearchScreeningEvent,1
When is the next showing of Star Wars: The Clone Wars?,SearchScreeningEvent,1
What is the movie times at Marcus Corporation,SearchScreeningEvent,1
Need to see Mother Joan of the Angels in one second.,SearchScreeningEvent,1
What animated movies are playing nearby right now?,SearchScreeningEvent,1
is The Clowns at the nearest cinema ,SearchScreeningEvent,1
What films are scheduled at the closest cinema?,SearchScreeningEvent,1
Is Tomorrow at Seven being played at Douglas Theatre Company?,SearchScreeningEvent,1
What are the movie schedules at the IMAX Corporation,SearchScreeningEvent,1
find a cinema for The Tenderfoot nearest me,SearchScreeningEvent,1
Show the movie schedule at Regal Entertainment Group,SearchScreeningEvent,1
Give me the movie schedules for National Amusements.,SearchScreeningEvent,1
